epoch,validationerror,testerror
403,0.215903,0.214962
404,0.215572,0.215021
405,0.21544,0.21508
406,0.215638,0.215199
407,0.21544,0.21508
408,0.215241,0.21508
409,0.21544,0.21508
410,0.215175,0.21508
411,0.215042,0.214903
412,0.21491,0.215021
413,0.215109,0.214844
414,0.214976,0.214903
415,0.214645,0.214725
416,0.21491,0.214785
417,0.214446,0.214607
418,0.214513,0.214666
419,0.214579,0.214489
420,0.214579,0.21437
421,0.214579,0.214311
422,0.214513,0.214193
423,0.214579,0.214252
424,0.214645,0.21437
425,0.21438,0.214429
426,0.21438,0.214429
427,0.214314,0.214252
428,0.214182,0.214193
429,0.214314,0.214252
430,0.214182,0.214134
431,0.214182,0.214015
432,0.213983,0.213897
433,0.214049,0.213778
434,0.213851,0.214015
435,0.213718,0.21366
436,0.213784,0.213601
437,0.213718,0.213482
438,0.213983,0.21366
439,0.213652,0.213305
440,0.213718,0.213187
441,0.213917,0.213009
442,0.213851,0.213246
443,0.213652,0.213068
444,0.213453,0.212595
445,0.213652,0.212831
446,0.213586,0.212713
447,0.213586,0.212891
448,0.213586,0.212831
449,0.21352,0.212713
450,0.213586,0.212772
451,0.21352,0.212772
452,0.213586,0.212536
453,0.213586,0.212358
454,0.213652,0.21218
455,0.213586,0.21218
456,0.213784,0.212299
457,0.213718,0.212121
458,0.213189,0.212121
459,0.213652,0.212062
460,0.213586,0.212003
461,0.213718,0.211944
462,0.213586,0.211825
463,0.213255,0.211648
464,0.213387,0.211648
465,0.213387,0.211529
466,0.212924,0.211411
467,0.212526,0.211352
468,0.21246,0.211411
469,0.212394,0.211411
470,0.212129,0.211293
471,0.212063,0.211233
472,0.211997,0.211293
473,0.211732,0.211233
474,0.211931,0.211411
475,0.211798,0.211115
476,0.211864,0.211174
477,0.211732,0.211233
478,0.211666,0.210938
479,0.211732,0.210997
480,0.211401,0.210819
481,0.211533,0.210878
482,0.211335,0.210582
483,0.211401,0.210642
484,0.211467,0.210464
485,0.211136,0.210227
486,0.211202,0.21005
487,0.211004,0.21005
488,0.211004,0.210168
489,0.211004,0.209931
490,0.210805,0.210109
491,0.210805,0.209872
492,0.210739,0.209695
493,0.210938,0.209635
494,0.210739,0.209754
495,0.210673,0.209458
496,0.210805,0.209576
497,0.210673,0.209458
498,0.210739,0.209162
499,0.210673,0.209458
500,0.210606,0.209399
501,0.21054,0.209339
502,0.210474,0.209221
503,0.210209,0.209044
504,0.210342,0.20928
505,0.210275,0.208925
506,0.210342,0.208925
507,0.210143,0.208866
508,0.210209,0.208866
509,0.210143,0.208748
510,0.210077,0.208629
511,0.210011,0.208807
512,0.210011,0.208511
513,0.209944,0.20857
514,0.209746,0.208629
515,0.20968,0.20857
516,0.20968,0.208333
517,0.209613,0.208688
518,0.209746,0.208274
519,0.20968,0.208097
520,0.20968,0.208215
521,0.209613,0.208156
522,0.209613,0.208037
523,0.209481,0.207978
524,0.209547,0.208097
525,0.209481,0.207978
526,0.209415,0.208215
527,0.209415,0.207919
528,0.209282,0.208037
529,0.20915,0.207919
530,0.20915,0.207919
531,0.20915,0.207919
532,0.208753,0.207623
533,0.208819,0.207623
534,0.208885,0.207682
535,0.20862,0.207505
536,0.208554,0.207446
537,0.208488,0.207446
538,0.208488,0.207209
539,0.208554,0.207268
540,0.208091,0.207209
541,0.208091,0.207209
542,0.208223,0.206972
543,0.207958,0.206854
544,0.207693,0.206972
545,0.20776,0.206735
546,0.207693,0.206854
547,0.207892,0.206795
548,0.207826,0.206854
549,0.207826,0.206795
550,0.207826,0.206735
551,0.207892,0.206854
552,0.20776,0.206913
553,0.207693,0.206795
554,0.207826,0.206735
555,0.20776,0.206795
556,0.20776,0.206617
557,0.20776,0.206617
558,0.20776,0.206676
559,0.207693,0.206262
560,0.207429,0.206558
561,0.207296,0.206203
562,0.207362,0.206439
563,0.20723,0.206143
564,0.207097,0.206203
565,0.206899,0.206084
566,0.207031,0.206084
567,0.207097,0.206084
568,0.207164,0.205907
569,0.206899,0.205788
570,0.206899,0.205848
571,0.206965,0.205788
572,0.207031,0.205788
573,0.206833,0.205788
574,0.206833,0.205552
575,0.2067,0.20567
576,0.206899,0.205552
577,0.206766,0.205492
578,0.206766,0.205433
579,0.206435,0.20567
580,0.206237,0.205492
581,0.206303,0.205492
582,0.206237,0.205552
583,0.206038,0.20567
584,0.206104,0.205611
585,0.205972,0.20567
586,0.205906,0.205611
587,0.20584,0.205433
588,0.205773,0.205492
589,0.205641,0.205433
590,0.205641,0.205256
591,0.205641,0.205196
592,0.205508,0.205196
593,0.205177,0.205196
594,0.205177,0.205256
595,0.204979,0.205137
596,0.204979,0.205137
597,0.205111,0.20496
598,0.204979,0.205019
599,0.204979,0.205137
600,0.204846,0.205078
601,0.204913,0.205078
602,0.205045,0.205315
603,0.204979,0.205256
604,0.204846,0.205137
605,0.204913,0.204901
606,0.204979,0.204901
607,0.204979,0.204901
608,0.204846,0.204841
609,0.204648,0.204901
610,0.20478,0.204723
611,0.204648,0.204723
612,0.204515,0.204486
613,0.204648,0.204545
614,0.204648,0.204427
615,0.204582,0.204309
616,0.204383,0.204486
617,0.204251,0.204368
618,0.204449,0.204605
619,0.204251,0.20425
620,0.204317,0.204131
621,0.204118,0.204131
622,0.204184,0.203954
623,0.204317,0.204131
624,0.204184,0.203717
625,0.203853,0.203954
626,0.203986,0.203658
627,0.204251,0.203658
628,0.204052,0.20348
629,0.204052,0.20348
630,0.203919,0.203421
631,0.204052,0.20348
632,0.204118,0.203066
633,0.204118,0.203243
634,0.204052,0.203125
635,0.204184,0.202947
636,0.204317,0.20277
637,0.204251,0.202888
638,0.204184,0.202829
639,0.204184,0.202829
640,0.204184,0.20277
641,0.204251,0.20277
642,0.204383,0.202711
643,0.204582,0.202652
644,0.204582,0.202296
645,0.204582,0.202474
646,0.204515,0.202356
647,0.204515,0.202415
648,0.204251,0.202296
649,0.204515,0.202415
650,0.204251,0.202237
651,0.204184,0.202415
652,0.204118,0.202296
653,0.204118,0.202178
654,0.204515,0.202415
655,0.204317,0.202415
656,0.204052,0.202415
657,0.203986,0.202178
658,0.204184,0.202474
659,0.204118,0.202296
660,0.203853,0.202474
661,0.203919,0.202356
662,0.203853,0.202474
663,0.203919,0.202415
664,0.203853,0.202356
665,0.203787,0.202237
666,0.203721,0.202237
667,0.203919,0.202119
668,0.203853,0.202178
669,0.204052,0.202119
670,0.203721,0.202178
671,0.203721,0.201941
672,0.203655,0.202178
673,0.203919,0.202119
674,0.203655,0.201823
675,0.203655,0.201941
676,0.203456,0.201705
677,0.203522,0.201764
678,0.203456,0.201586
679,0.203522,0.201705
680,0.20339,0.201705
681,0.203324,0.201409
682,0.203191,0.201527
683,0.203257,0.201705
684,0.203257,0.201645
685,0.203257,0.201705
686,0.203257,0.201586
687,0.203125,0.201705
688,0.20286,0.201586
689,0.203191,0.201527
690,0.202926,0.201349
691,0.20286,0.201468
692,0.202595,0.201349
693,0.202331,0.201231
694,0.202264,0.201409
695,0.202331,0.201113
696,0.202331,0.201113
697,0.202198,0.201113
698,0.202331,0.201113
699,0.202264,0.200935
700,0.202463,0.200994
701,0.202264,0.201054
702,0.202264,0.201113
703,0.202397,0.200935
704,0.202397,0.200935
705,0.202331,0.200935
706,0.202463,0.200758
707,0.202397,0.200817
708,0.202463,0.200758
709,0.202397,0.200758
710,0.202397,0.200758
711,0.202397,0.200758
712,0.202331,0.200876
713,0.202264,0.200817
714,0.202264,0.200817
715,0.202264,0.200758
716,0.202331,0.20058
717,0.202397,0.200521
718,0.202198,0.200462
719,0.202331,0.200284
720,0.202397,0.200284
721,0.202198,0.200462
722,0.202066,0.200402
723,0.202264,0.200284
724,0.202132,0.200225
725,0.202198,0.200462
726,0.202264,0.200343
727,0.202331,0.200225
728,0.202198,0.200107
729,0.202066,0.200107
730,0.201999,0.199988
731,0.201933,0.199988
732,0.201999,0.19987
733,0.201933,0.199751
734,0.201933,0.199692
735,0.201735,0.199751
736,0.201867,0.199574
737,0.201668,0.199337
738,0.201668,0.199455
739,0.201602,0.199633
740,0.201536,0.199455
741,0.201602,0.199396
742,0.201735,0.199455
743,0.201801,0.199337
744,0.201735,0.199278
745,0.201801,0.199278
746,0.201735,0.199278
747,0.201801,0.199219
748,0.201668,0.1991
749,0.201801,0.19916
750,0.201735,0.199041
751,0.201668,0.199041
752,0.201602,0.199041
753,0.201602,0.198982
754,0.201602,0.198923
755,0.201536,0.199041
756,0.201536,0.198982
757,0.20147,0.198982
758,0.20147,0.198923
759,0.20147,0.198923
760,0.20147,0.198982
761,0.201602,0.198864
762,0.201337,0.1991
763,0.20147,0.1991
764,0.20147,0.199219
765,0.201536,0.198923
766,0.20147,0.199041
767,0.201536,0.198864
768,0.201536,0.198864
769,0.201404,0.198923
770,0.201404,0.198745
771,0.201337,0.198864
772,0.201271,0.198686
773,0.201271,0.198686
774,0.201139,0.198627
775,0.201404,0.198331
776,0.201271,0.198449
777,0.201205,0.198331
778,0.201205,0.198627
779,0.201337,0.198509
780,0.201205,0.198449
781,0.201205,0.198449
782,0.201073,0.198272
783,0.201205,0.198331
784,0.201205,0.198272
785,0.201139,0.198331
786,0.201006,0.198331
787,0.20094,0.198449
788,0.200874,0.19839
789,0.20094,0.198272
790,0.200742,0.198449
791,0.200874,0.198272
792,0.200874,0.198331
793,0.200742,0.198272
794,0.200808,0.198094
795,0.200675,0.198272
796,0.200742,0.198153
797,0.200609,0.198272
798,0.200609,0.198213
799,0.200543,0.198272
800,0.200609,0.198153
801,0.200609,0.198272
802,0.200675,0.198213
803,0.200609,0.198331
804,0.200675,0.198213
805,0.200609,0.198213
806,0.200609,0.198213
807,0.200675,0.198153
808,0.20041,0.198094
809,0.200477,0.198035
810,0.200344,0.198153
811,0.200344,0.198153
812,0.20041,0.198153
813,0.200146,0.198153
814,0.200344,0.198153
815,0.200146,0.198213
816,0.200344,0.198094
817,0.200079,0.198094
818,0.200278,0.198035
819,0.200212,0.198094
820,0.200079,0.197917
821,0.200013,0.198035
822,0.200146,0.197917
823,0.200146,0.198035
824,0.200146,0.197976
825,0.200278,0.197917
826,0.200278,0.197976
827,0.200212,0.198035
828,0.199881,0.198035
829,0.200278,0.198094
830,0.199947,0.198094
831,0.199881,0.197976
832,0.200013,0.197917
833,0.199815,0.197976
834,0.199947,0.197857
835,0.199815,0.197917
836,0.199881,0.197917
837,0.199881,0.197857
838,0.199947,0.197917
839,0.199881,0.197917
840,0.200013,0.197798
841,0.199947,0.197917
842,0.199881,0.197976
843,0.200013,0.197917
844,0.200146,0.197798
845,0.200212,0.198153
846,0.200013,0.198153
847,0.200146,0.197976
848,0.200278,0.198035
849,0.200079,0.197917
850,0.200146,0.197976
851,0.200212,0.197917
852,0.200212,0.197739
853,0.200146,0.197798
854,0.200146,0.197857
855,0.200146,0.197857
856,0.200013,0.197917
857,0.199881,0.197917
858,0.199947,0.197857
859,0.199748,0.197917
860,0.199815,0.197857
861,0.199616,0.197857
862,0.19955,0.197857
863,0.199616,0.197798
864,0.199417,0.197739
865,0.199484,0.197857
866,0.199484,0.197917
867,0.199417,0.197917
868,0.19955,0.197798
869,0.199351,0.197621
870,0.199417,0.19768
871,0.199351,0.197502
872,0.199417,0.197384
873,0.199219,0.197562
874,0.199351,0.197384
875,0.199285,0.197443
876,0.199285,0.197384
877,0.199417,0.197384
878,0.199417,0.197266
879,0.199417,0.197147
880,0.199351,0.197206
881,0.199351,0.197088
882,0.199285,0.197147
883,0.199219,0.197088
884,0.199153,0.19697
885,0.198954,0.196911
886,0.19902,0.197088
887,0.199086,0.196911
888,0.19902,0.196911
889,0.199086,0.196733
890,0.199086,0.196792
891,0.199219,0.196615
892,0.199086,0.196496
893,0.198954,0.196674
894,0.198821,0.196733
895,0.198755,0.196674
896,0.198755,0.196555
897,0.198755,0.196555
898,0.198821,0.196496
899,0.198689,0.196437
900,0.198557,0.196437
901,0.198689,0.196378
902,0.198557,0.196437
903,0.198557,0.196378
904,0.198689,0.196437
905,0.198755,0.196378
906,0.198755,0.196437
907,0.198755,0.196378
908,0.198755,0.196496
909,0.198623,0.196496
910,0.198755,0.196496
911,0.198755,0.196437
912,0.198755,0.196378
913,0.198689,0.196378
914,0.198623,0.196259
915,0.198557,0.196259
916,0.198557,0.1962
917,0.198557,0.1962
918,0.19849,0.1962
919,0.198557,0.196259
920,0.198292,0.196259
921,0.198358,0.196319
922,0.198358,0.196141
923,0.198358,0.196259
924,0.198292,0.196082
925,0.198159,0.196259
926,0.198027,0.196082
927,0.198093,0.196141
928,0.198159,0.1962
929,0.198027,0.196082
930,0.198093,0.196023
931,0.198159,0.196082
932,0.198093,0.196023
933,0.198226,0.196023
934,0.198027,0.196082
935,0.198159,0.196141
936,0.198159,0.1962
937,0.198027,0.1962
938,0.198027,0.196141
939,0.197961,0.196082
940,0.198027,0.196082
941,0.197895,0.196082
942,0.198093,0.195964
943,0.197895,0.195964
944,0.198093,0.195964
945,0.197895,0.196023
946,0.198093,0.195845
947,0.197895,0.195904
948,0.197961,0.195845
949,0.197895,0.195845
950,0.197895,0.195786
951,0.197762,0.195845
952,0.197762,0.195845
953,0.197762,0.195845
954,0.197497,0.195845
955,0.19763,0.195845
956,0.19763,0.195845
957,0.197497,0.195904
958,0.197564,0.195727
959,0.19763,0.195727
960,0.197564,0.195608
961,0.197497,0.195727
962,0.197696,0.195727
963,0.197696,0.195668
964,0.197762,0.195727
965,0.197895,0.195608
966,0.197696,0.195549
967,0.197762,0.195668
968,0.197895,0.195727
969,0.197696,0.195727
970,0.197762,0.195845
971,0.197762,0.195727
972,0.197762,0.195845
973,0.197895,0.195845
974,0.198027,0.195786
975,0.197828,0.195786
976,0.197961,0.195786
977,0.197961,0.195904
978,0.197895,0.195904
979,0.197895,0.196023
980,0.197895,0.195904
981,0.197961,0.196023
982,0.197895,0.196023
983,0.197961,0.196082
984,0.198027,0.195904
985,0.198027,0.196023
986,0.198027,0.196082
987,0.197961,0.195964
988,0.198027,0.196141
989,0.197961,0.196023
990,0.197828,0.195904
991,0.197762,0.196141
992,0.197696,0.196082
993,0.197696,0.196023
994,0.19763,0.195964
995,0.19763,0.196023
996,0.197497,0.196023
997,0.197365,0.195904
998,0.197299,0.195964
999,0.197497,0.196023
1000,0.197431,0.195964
