x,y,steps
4,92,2
4,93,3
4,94,3
4,95,4
4,96,2
4,97,3
4,98,3
4,99,4
4,100,2
4,101,3
4,102,3
4,103,4
4,104,2
4,105,3
4,106,3
4,107,4
4,108,2
4,109,3
5,0,0
5,1,1
5,2,2
5,3,3
5,4,2
5,5,1
5,6,3
5,7,4
5,8,5
5,9,4
5,10,2
5,11,3
5,12,4
5,13,5
5,14,4
5,15,2
5,16,3
5,17,4
5,18,5
5,19,4
5,20,2
5,21,3
5,22,4
5,23,5
5,24,4
5,25,2
5,26,3
5,27,4
5,28,5
5,29,4
5,30,2
5,31,3
5,32,4
5,33,5
5,34,4
5,35,2
5,36,3
5,37,4
5,38,5
5,39,4
5,40,2
5,41,3
5,42,4
5,43,5
5,44,4
5,45,2
5,46,3
5,47,4
5,48,5
5,49,4
5,50,2
5,51,3
5,52,4
5,53,5
5,54,4
5,55,2
5,56,3
5,57,4
5,58,5
5,59,4
5,60,2
5,61,3
5,62,4
5,63,5
5,64,4
5,65,2
5,66,3
5,67,4
5,68,5
5,69,4
5,70,2
5,71,3
5,72,4
5,73,5
5,74,4
5,75,2
5,76,3
5,77,4
5,78,5
5,79,4
5,80,2
5,81,3
5,82,4
5,83,5
5,84,4
5,85,2
5,86,3
5,87,4
5,88,5
5,89,4
5,90,2
5,91,3
5,92,4
5,93,5
5,94,4
5,95,2
5,96,3
5,97,4
5,98,5
5,99,4
5,100,2
5,101,3
5,102,4
5,103,5
5,104,4
5,105,2
5,106,3
5,107,4
5,108,5
5,109,4
6,0,0
6,1,1
6,2,1
6,3,1
6,4,2
6,5,2
6,6,1
6,7,3
6,8,3
6,9,3
6,10,4
6,11,4
6,12,2
6,13,3
6,14,3
6,15,3
6,16,4
6,17,4
6,18,2
6,19,3
6,20,3
6,21,3
6,22,4
6,23,4
6,24,2
6,25,3
6,26,3
6,27,3
6,28,4
6,29,4
6,30,2
6,31,3
6,32,3
6,33,3
6,34,4
6,35,4
6,36,2
6,37,3
6,38,3
6,39,3
6,40,4
6,41,4
6,42,2
6,43,3
6,44,3
6,45,3
6,46,4
6,47,4
6,48,2
6,49,3
6,50,3
6,51,3
6,52,4
6,53,4
6,54,2
6,55,3
6,56,3
6,57,3
6,58,4
6,59,4
6,60,2
6,61,3
6,62,3
6,63,3
6,64,4
6,65,4
6,66,2
6,67,3
6,68,3
6,69,3
6,70,4
6,71,4
6,72,2
6,73,3
6,74,3
6,75,3
6,76,4
6,77,4
6,78,2
6,79,3
6,80,3
6,81,3
6,82,4
6,83,4
6,84,2
6,85,3
6,86,3
6,87,3
6,88,4
6,89,4
6,90,2
6,91,3
6,92,3
6,93,3
6,94,4
6,95,4
6,96,2
6,97,3
6,98,3
6,99,3
6,100,4
6,101,4
6,102,2
6,103,3
6,104,3
6,105,3
6,106,4
6,107,4
6,108,2
6,109,3
7,0,0
7,1,1
7,2,2
7,3,2
7,4,3
7,5,3
7,6,2
7,7,1
7,8,3
7,9,4
7,10,4
7,11,5
7,12,5
7,13,4
7,14,2
7,15,3
7,16,4
7,17,4
7,18,5
7,19,5
7,20,4
7,21,2
7,22,3
7,23,4
7,24,4
7,25,5
7,26,5
7,27,4
7,28,2
7,29,3
7,30,4
7,31,4
7,32,5
7,33,5
7,34,4
7,35,2
7,36,3
7,37,4
7,38,4
7,39,5
7,40,5
7,41,4
7,42,2
7,43,3
7,44,4
7,45,4
7,46,5
7,47,5
7,48,4
7,49,2
7,50,3
7,51,4
7,52,4
7,53,5
7,54,5
7,55,4
7,56,2
7,57,3
7,58,4
7,59,4
7,60,5
7,61,5
7,62,4
7,63,2
7,64,3
7,65,4
7,66,4
7,67,5
7,68,5
7,69,4
7,70,2
7,71,3
7,72,4
7,73,4
7,74,5
7,75,5
7,76,4
7,77,2
7,78,3
7,79,4
7,80,4
7,81,5
7,82,5
7,83,4
7,84,2
7,85,3
7,86,4
7,87,4
7,88,5
7,89,5
7,90,4
7,91,2
7,92,3
7,93,4
7,94,4
7,95,5
7,96,5
7,97,4
7,98,2
7,99,3
7,100,4
7,101,4
7,102,5
7,103,5
7,104,4
7,105,2
7,106,3
7,107,4
7,108,4
7,109,5
8,0,0
8,1,1
8,2,1
8,3,3
8,4,1
8,5,4
8,6,2
8,7,2
8,8,1
8,9,3
8,10,3
8,11,5
8,12,3
8,13,6
8,14,4
8,15,4
8,16,2
8,17,3
8,18,3
8,19,5
8,20,3
8,21,6
8,22,4
8,23,4
8,24,2
8,25,3
8,26,3
8,27,5
8,28,3
8,29,6
8,30,4
8,31,4
8,32,2
8,33,3
8,34,3
8,35,5
8,36,3
8,37,6
8,38,4
8,39,4
8,40,2
8,41,3
8,42,3
8,43,5
8,44,3
8,45,6
8,46,4
8,47,4
8,48,2
8,49,3
8,50,3
8,51,5
8,52,3
8,53,6
8,54,4
8,55,4
8,56,2
8,57,3
8,58,3
8,59,5
8,60,3
8,61,6
8,62,4
8,63,4
8,64,2
8,65,3
8,66,3
8,67,5
8,68,3
8,69,6
8,70,4
8,71,4
8,72,2
8,73,3
8,74,3
8,75,5
8,76,3
8,77,6
8,78,4
8,79,4
8,80,2
8,81,3
8,82,3
8,83,5
8,84,3
8,85,6
8,86,4
8,87,4
8,88,2
8,89,3
8,90,3
8,91,5
8,92,3
8,93,6
8,94,4
8,95,4
8,96,2
8,97,3
8,98,3
8,99,5
8,100,3
8,101,6
8,102,4
8,103,4
8,104,2
8,105,3
8,106,3
8,107,5
8,108,3
8,109,6
9,0,0
9,1,1
9,2,2
9,3,1
9,4,2
9,5,3
9,6,2
9,7,3
9,8,2
9,9,1
9,10,3
9,11,4
9,12,3
9,13,4
9,14,5
9,15,4
9,16,5
9,17,4
9,18,2
9,19,3
9,20,4
9,21,3
9,22,4
9,23,5
9,24,4
9,25,5
9,26,4
9,27,2
9,28,3
9,29,4
9,30,3
9,31,4
9,32,5
9,33,4
9,34,5
9,35,4
9,36,2
9,37,3
9,38,4
9,39,3
9,40,4
9,41,5
9,42,4
9,43,5
9,44,4
9,45,2
9,46,3
9,47,4
9,48,3
9,49,4
9,50,5
9,51,4
9,52,5
9,53,4
9,54,2
9,55,3
9,56,4
9,57,3
9,58,4
9,59,5
9,60,4
9,61,5
9,62,4
9,63,2
9,64,3
9,65,4
9,66,3
9,67,4
9,68,5
9,69,4
9,70,5
9,71,4
9,72,2
9,73,3
9,74,4
9,75,3
9,76,4
9,77,5
9,78,4
9,79,5
9,80,4
9,81,2
9,82,3
9,83,4
9,84,3
9,85,4
9,86,5
9,87,4
9,88,5
9,89,4
9,90,2
9,91,3
9,92,4
9,93,3
9,94,4
9,95,5
9,96,4
9,97,5
9,98,4
9,99,2
9,100,3
9,101,4
9,102,3
9,103,4
9,104,5
9,105,4
9,106,5
9,107,4
9,108,2
9,109,3
10,0,0
10,1,1
10,2,1
10,3,2
10,4,2
10,5,1
10,6,3
10,7,3
10,8,2
10,9,2
10,10,1
10,11,3
10,12,3
10,13,4
10,14,4
10,15,3
10,16,5
10,17,5
10,18,4
10,19,4
10,20,2
10,21,3
10,22,3
10,23,4
10,24,4
10,25,3
10,26,5
10,27,5
10,28,4
10,29,4
10,30,2
10,31,3
10,32,3
10,33,4
10,34,4
10,35,3
10,36,5
10,37,5
10,38,4
10,39,4
10,40,2
10,41,3
10,42,3
10,43,4
10,44,4
10,45,3
10,46,5
10,47,5
10,48,4
10,49,4
10,50,2
10,51,3
10,52,3
10,53,4
10,54,4
10,55,3
10,56,5
10,57,5
10,58,4
10,59,4
10,60,2
10,61,3
10,62,3
10,63,4
10,64,4
10,65,3
10,66,5
10,67,5
10,68,4
10,69,4
10,70,2
10,71,3
10,72,3
10,73,4
10,74,4
10,75,3
10,76,5
10,77,5
10,78,4
10,79,4
10,80,2
10,81,3
10,82,3
10,83,4
10,84,4
10,85,3
10,86,5
10,87,5
10,88,4
10,89,4
10,90,2
10,91,3
10,92,3
10,93,4
10,94,4
10,95,3
10,96,5
10,97,5
10,98,4
10,99,4
10,100,2
10,101,3
10,102,3
10,103,4
10,104,4
10,105,3
10,106,5
10,107,5
10,108,4
10,109,4
11,0,0
11,1,1
11,2,2
11,3,3
11,4,3
11,5,2
11,6,3
11,7,4
11,8,4
11,9,3
11,10,2
11,11,1
11,12,3
11,13,4
11,14,5
11,15,5
11,16,4
11,17,5
11,18,6
11,19,6
11,20,5
11,21,4
11,22,2
11,23,3
11,24,4
11,25,5
11,26,5
11,27,4
11,28,5
11,29,6
11,30,6
11,31,5
11,32,4
11,33,2
11,34,3
11,35,4
11,36,5
11,37,5
11,38,4
11,39,5
11,40,6
11,41,6
11,42,5
11,43,4
11,44,2
11,45,3
11,46,4
11,47,5
11,48,5
11,49,4
11,50,5
11,51,6
11,52,6
11,53,5
11,54,4
11,55,2
11,56,3
11,57,4
11,58,5
11,59,5
11,60,4
11,61,5
11,62,6
11,63,6
11,64,5
11,65,4
11,66,2
11,67,3
11,68,4
11,69,5
11,70,5
11,71,4
11,72,5
11,73,6
11,74,6
11,75,5
11,76,4
11,77,2
11,78,3
11,79,4
11,80,5
11,81,5
11,82,4
11,83,5
11,84,6
11,85,6
11,86,5
11,87,4
11,88,2
11,89,3
11,90,4
11,91,5
11,92,5
11,93,4
11,94,5
11,95,6
11,96,6
11,97,5
11,98,4
11,99,2
11,100,3
11,101,4
11,102,5
11,103,5
11,104,4
11,105,5
11,106,6
11,107,6
11,108,5
11,109,4
12,0,0
12,1,1
12,2,1
12,3,1
12,4,1
12,5,3
12,6,1
12,7,4
12,8,2
12,9,2
12,10,2
12,11,2
12,12,1
12,13,3
12,14,3
12,15,3
12,16,3
12,17,5
12,18,3
12,19,6
12,20,4
12,21,4
12,22,4
12,23,4
12,24,2
12,25,3
12,26,3
12,27,3
12,28,3
12,29,5
12,30,3
12,31,6
12,32,4
12,33,4
12,34,4
12,35,4
12,36,2
12,37,3
12,38,3
12,39,3
12,40,3
12,41,5
12,42,3
12,43,6
12,44,4
12,45,4
12,46,4
12,47,4
12,48,2
12,49,3
12,50,3
12,51,3
12,52,3
12,53,5
12,54,3
12,55,6
12,56,4
12,57,4
12,58,4
12,59,4
12,60,2
12,61,3
12,62,3
12,63,3
12,64,3
12,65,5
12,66,3
12,67,6
12,68,4
12,69,4
12,70,4
12,71,4
12,72,2
12,73,3
12,74,3
12,75,3
12,76,3
12,77,5
12,78,3
12,79,6
12,80,4
12,81,4
12,82,4
12,83,4
12,84,2
12,85,3
12,86,3
12,87,3
12,88,3
12,89,5
12,90,3
12,91,6
12,92,4
12,93,4
12,94,4
12,95,4
12,96,2
12,97,3
12,98,3
12,99,3
12,100,3
12,101,5
12,102,3
12,103,6
12,104,4
12,105,4
12,106,4
12,107,4
12,108,2
12,109,3
13,0,0
13,1,1
13,2,2
13,3,2
13,4,2
13,5,4
13,6,2
13,7,3
13,8,5
13,9,3
13,10,3
13,11,3
13,12,2
13,13,1
13,14,3
13,15,4
13,16,4
13,17,4
13,18,6
13,19,4
13,20,5
13,21,7
13,22,5
13,23,5
13,24,5
13,25,4
13,26,2
13,27,3
13,28,4
13,29,4
13,30,4
13,31,6
13,32,4
13,33,5
13,34,7
13,35,5
13,36,5
13,37,5
13,38,4
13,39,2
13,40,3
13,41,4
13,42,4
13,43,4
13,44,6
13,45,4
13,46,5
13,47,7
13,48,5
13,49,5
13,50,5
13,51,4
13,52,2
13,53,3
13,54,4
13,55,4
13,56,4
13,57,6
13,58,4
13,59,5
13,60,7
13,61,5
13,62,5
13,63,5
13,64,4
13,65,2
13,66,3
13,67,4
13,68,4
13,69,4
13,70,6
13,71,4
13,72,5
13,73,7
13,74,5
13,75,5
13,76,5
13,77,4
13,78,2
13,79,3
13,80,4
13,81,4
13,82,4
13,83,6
13,84,4
13,85,5
13,86,7
13,87,5
13,88,5
13,89,5
13,90,4
13,91,2
13,92,3
13,93,4
13,94,4
13,95,4
13,96,6
13,97,4
13,98,5
13,99,7
13,100,5
13,101,5
13,102,5
13,103,4
13,104,2
13,105,3
13,106,4
13,107,4
13,108,4
13,109,6
14,0,0
14,1,1
14,2,1
14,3,3
14,4,2
14,5,3
14,6,2
14,7,1
14,8,3
14,9,4
14,10,3
14,11,4
14,12,2
14,13,2
14,14,1
14,15,3
14,16,3
14,17,5
14,18,4
14,19,5
14,20,4
14,21,3
14,22,5
14,23,6
14,24,5
14,25,6
14,26,4
14,27,4
14,28,2
14,29,3
14,30,3
14,31,5
14,32,4
14,33,5
14,34,4
14,35,3
14,36,5
14,37,6
14,38,5
14,39,6
14,40,4
14,41,4
14,42,2
14,43,3
14,44,3
14,45,5
14,46,4
14,47,5
14,48,4
14,49,3
14,50,5
14,51,6
14,52,5
14,53,6
14,54,4
14,55,4
14,56,2
14,57,3
14,58,3
14,59,5
14,60,4
14,61,5
14,62,4
14,63,3
14,64,5
14,65,6
14,66,5
14,67,6
14,68,4
14,69,4
14,70,2
14,71,3
14,72,3
14,73,5
14,74,4
14,75,5
14,76,4
14,77,3
14,78,5
14,79,6
14,80,5
14,81,6
14,82,4
14,83,4
14,84,2
14,85,3
14,86,3
14,87,5
14,88,4
14,89,5
14,90,4
14,91,3
14,92,5
14,93,6
14,94,5
14,95,6
14,96,4
14,97,4
14,98,2
14,99,3
14,100,3
14,101,5
14,102,4
14,103,5
14,104,4
14,105,3
14,106,5
14,107,6
14,108,5
14,109,6
15,0,0
15,1,1
15,2,2
15,3,1
15,4,3
15,5,1
15,6,2
15,7,2
15,8,3
15,9,3
15,10,2
15,11,4
15,12,2
15,13,3
15,14,2
15,15,1
15,16,3
15,17,4
15,18,3
15,19,5
15,20,3
15,21,4
15,22,4
15,23,5
15,24,5
15,25,4
15,26,6
15,27,4
15,28,5
15,29,4
15,30,2
15,31,3
15,32,4
15,33,3
15,34,5
15,35,3
15,36,4
15,37,4
15,38,5
15,39,5
15,40,4
15,41,6
15,42,4
15,43,5
15,44,4
15,45,2
15,46,3
15,47,4
15,48,3
15,49,5
15,50,3
15,51,4
15,52,4
15,53,5
15,54,5
15,55,4
15,56,6
15,57,4
15,58,5
15,59,4
15,60,2
15,61,3
15,62,4
15,63,3
15,64,5
15,65,3
15,66,4
15,67,4
15,68,5
15,69,5
15,70,4
15,71,6
15,72,4
15,73,5
15,74,4
15,75,2
15,76,3
15,77,4
15,78,3
15,79,5
15,80,3
15,81,4
15,82,4
15,83,5
15,84,5
15,85,4
15,86,6
15,87,4
15,88,5
15,89,4
15,90,2
15,91,3
15,92,4
15,93,3
15,94,5
15,95,3
15,96,4
15,97,4
15,98,5
15,99,5
15,100,4
15,101,6
15,102,4
15,103,5
15,104,4
15,105,2
15,106,3
15,107,4
15,108,3
15,109,5
16,0,0
16,1,1
16,2,1
16,3,2
16,4,1
16,5,2
16,6,3
16,7,3
16,8,1
16,9,4
16,10,4
16,11,3
16,12,2
16,13,3
16,14,2
16,15,2
16,16,1
16,17,3
16,18,3
16,19,4
16,20,3
16,21,4
16,22,5
16,23,5
16,24,3
16,25,6
16,26,6
16,27,5
16,28,4
16,29,5
16,30,4
16,31,4
16,32,2
16,33,3
16,34,3
16,35,4
16,36,3
16,37,4
16,38,5
16,39,5
16,40,3
16,41,6
16,42,6
16,43,5
16,44,4
16,45,5
16,46,4
16,47,4
16,48,2
16,49,3
16,50,3
16,51,4
16,52,3
16,53,4
16,54,5
16,55,5
16,56,3
16,57,6
16,58,6
16,59,5
16,60,4
16,61,5
16,62,4
16,63,4
16,64,2
16,65,3
16,66,3
16,67,4
16,68,3
16,69,4
16,70,5
16,71,5
16,72,3
16,73,6
16,74,6
16,75,5
16,76,4
16,77,5
16,78,4
16,79,4
16,80,2
16,81,3
16,82,3
16,83,4
16,84,3
16,85,4
16,86,5
16,87,5
16,88,3
16,89,6
16,90,6
16,91,5
16,92,4
16,93,5
16,94,4
16,95,4
16,96,2
16,97,3
16,98,3
16,99,4
16,100,3
16,101,4
16,102,5
16,103,5
16,104,3
16,105,6
16,106,6
16,107,5
16,108,4
16,109,5
17,0,0
17,1,1
17,2,2
17,3,3
17,4,2
17,5,3
17,6,3
17,7,3
17,8,2
17,9,3
17,10,4
17,11,4
17,12,4
17,13,3
17,14,4
17,15,3
17,16,2
17,17,1
17,18,3
17,19,4
17,20,5
17,21,4
17,22,5
17,23,5
17,24,5
17,25,4
17,26,5
17,27,6
17,28,6
17,29,6
17,30,5
17,31,6
17,32,5
17,33,4
17,34,2
17,35,3
17,36,4
17,37,5
17,38,4
17,39,5
17,40,5
17,41,5
17,42,4
17,43,5
17,44,6
17,45,6
17,46,6
17,47,5
17,48,6
17,49,5
17,50,4
17,51,2
17,52,3
17,53,4
17,54,5
17,55,4
17,56,5
17,57,5
17,58,5
17,59,4
17,60,5
17,61,6
17,62,6
17,63,6
17,64,5
17,65,6
17,66,5
17,67,4
17,68,2
17,69,3
17,70,4
17,71,5
17,72,4
17,73,5
17,74,5
17,75,5
17,76,4
17,77,5
17,78,6
17,79,6
17,80,6
17,81,5
17,82,6
17,83,5
17,84,4
17,85,2
17,86,3
17,87,4
17,88,5
17,89,4
17,90,5
17,91,5
17,92,5
17,93,4
17,94,5
17,95,6
17,96,6
17,97,6
17,98,5
17,99,6
17,100,5
17,101,4
17,102,2
17,103,3
17,104,4
17,105,5
17,106,4
17,107,5
17,108,5
17,109,5
18,0,0
18,1,1
18,2,1
18,3,1
18,4,2
18,5,4
18,6,1
18,7,4
18,8,2
18,9,1
18,10,3
18,11,5
18,12,2
18,13,5
18,14,3
18,15,2
18,16,2
18,17,2
18,18,1
18,19,3
18,20,3
18,21,3
18,22,4
18,23,6
18,24,3
18,25,6
18,26,4
18,27,3
18,28,5
18,29,7
18,30,4
18,31,7
18,32,5
18,33,4
18,34,4
18,35,4
18,36,2
18,37,3
18,38,3
18,39,3
18,40,4
18,41,6
18,42,3
18,43,6
18,44,4
18,45,3
18,46,5
18,47,7
18,48,4
18,49,7
18,50,5
18,51,4
18,52,4
18,53,4
18,54,2
18,55,3
18,56,3
18,57,3
18,58,4
18,59,6
18,60,3
18,61,6
18,62,4
18,63,3
18,64,5
18,65,7
18,66,4
18,67,7
18,68,5
18,69,4
18,70,4
18,71,4
18,72,2
18,73,3
18,74,3
18,75,3
18,76,4
18,77,6
18,78,3
18,79,6
18,80,4
18,81,3
18,82,5
18,83,7
18,84,4
18,85,7
18,86,5
18,87,4
18,88,4
18,89,4
18,90,2
18,91,3
18,92,3
18,93,3
18,94,4
18,95,6
18,96,3
18,97,6
18,98,4
18,99,3
18,100,5
18,101,7
18,102,4
18,103,7
18,104,5
18,105,4
18,106,4
18,107,4
18,108,2
18,109,3
19,0,0
19,1,1
19,2,2
19,3,2
19,4,3
19,5,3
19,6,2
19,7,4
19,8,4
19,9,2
19,10,3
19,11,5
19,12,5
19,13,3
19,14,4
19,15,4
19,16,3
19,17,3
19,18,2
19,19,1
19,20,3
19,21,4
19,22,4
19,23,5
19,24,5
19,25,4
19,26,6
19,27,6
19,28,4
19,29,5
19,30,7
19,31,7
19,32,5
19,33,6
19,34,6
19,35,5
19,36,5
19,37,4
19,38,2
19,39,3
19,40,4
19,41,4
19,42,5
19,43,5
19,44,4
19,45,6
19,46,6
19,47,4
19,48,5
19,49,7
19,50,7
19,51,5
19,52,6
19,53,6
19,54,5
19,55,5
19,56,4
19,57,2
19,58,3
19,59,4
19,60,4
19,61,5
19,62,5
19,63,4
19,64,6
19,65,6
19,66,4
19,67,5
19,68,7
19,69,7
19,70,5
19,71,6
19,72,6
19,73,5
19,74,5
19,75,4
19,76,2
19,77,3
19,78,4
19,79,4
19,80,5
19,81,5
19,82,4
19,83,6
19,84,6
19,85,4
19,86,5
19,87,7
19,88,7
19,89,5
19,90,6
19,91,6
19,92,5
19,93,5
19,94,4
19,95,2
19,96,3
19,97,4
19,98,4
19,99,5
19,100,5
19,101,4
19,102,6
19,103,6
19,104,4
19,105,5
19,106,7
19,107,7
19,108,5
19,109,6
20,0,0
20,1,1
20,2,1
20,3,3
20,4,1
20,5,1
20,6,2
20,7,3
20,8,2
20,9,3
20,10,1
20,11,4
20,12,3
20,13,4
20,14,3
20,15,2
20,16,2
20,17,4
20,18,2
20,19,2
20,20,1
20,21,3
20,22,3
20,23,5
20,24,3
20,25,3
20,26,4
20,27,5
20,28,4
20,29,5
20,30,3
20,31,6
20,32,5
20,33,6
20,34,5
20,35,4
20,36,4
20,37,6
20,38,4
20,39,4
20,40,2
20,41,3
20,42,3
20,43,5
20,44,3
20,45,3
20,46,4
20,47,5
20,48,4
20,49,5
20,50,3
20,51,6
20,52,5
20,53,6
20,54,5
20,55,4
20,56,4
20,57,6
20,58,4
20,59,4
20,60,2
20,61,3
20,62,3
20,63,5
20,64,3
20,65,3
20,66,4
20,67,5
20,68,4
20,69,5
20,70,3
20,71,6
20,72,5
20,73,6
20,74,5
20,75,4
20,76,4
20,77,6
20,78,4
20,79,4
20,80,2
20,81,3
20,82,3
20,83,5
20,84,3
20,85,3
20,86,4
20,87,5
20,88,4
20,89,5
20,90,3
20,91,6
20,92,5
20,93,6
20,94,5
20,95,4
20,96,4
20,97,6
20,98,4
20,99,4
20,100,2
20,101,3
20,102,3
20,103,5
20,104,3
20,105,3
20,106,4
20,107,5
20,108,4
20,109,5
21,0,0
21,1,1
21,2,2
21,3,1
21,4,2
21,5,2
21,6,2
21,7,1
21,8,5
21,9,2
21,10,2
21,11,3
21,12,3
21,13,6
21,14,2
21,15,3
21,16,3
21,17,3
21,18,2
