x,y,steps
21,19,3
21,20,2
21,21,1
21,22,3
21,23,4
21,24,3
21,25,4
21,26,4
21,27,4
21,28,3
21,29,7
21,30,4
21,31,4
21,32,5
21,33,5
21,34,8
21,35,4
21,36,5
21,37,5
21,38,5
21,39,4
21,40,5
21,41,4
21,42,2
21,43,3
21,44,4
21,45,3
21,46,4
21,47,4
21,48,4
21,49,3
21,50,7
21,51,4
21,52,4
21,53,5
21,54,5
21,55,8
21,56,4
21,57,5
21,58,5
21,59,5
21,60,4
21,61,5
21,62,4
21,63,2
21,64,3
21,65,4
21,66,3
21,67,4
21,68,4
21,69,4
21,70,3
21,71,7
21,72,4
21,73,4
21,74,5
21,75,5
21,76,8
21,77,4
21,78,5
21,79,5
21,80,5
21,81,4
21,82,5
21,83,4
21,84,2
21,85,3
21,86,4
21,87,3
21,88,4
21,89,4
21,90,4
21,91,3
21,92,7
21,93,4
21,94,4
21,95,5
21,96,5
21,97,8
21,98,4
21,99,5
21,100,5
21,101,5
21,102,4
21,103,5
21,104,4
21,105,2
21,106,3
21,107,4
21,108,3
21,109,4
22,0,0
22,1,1
22,2,1
22,3,2
22,4,2
22,5,3
22,6,3
22,7,2
22,8,3
22,9,3
22,10,2
22,11,1
22,12,3
22,13,4
22,14,4
22,15,3
22,16,4
22,17,4
22,18,3
22,19,3
22,20,2
22,21,2
22,22,1
22,23,3
22,24,3
22,25,4
22,26,4
22,27,5
22,28,5
22,29,4
22,30,5
22,31,5
22,32,4
22,33,3
22,34,5
22,35,6
22,36,6
22,37,5
22,38,6
22,39,6
22,40,5
22,41,5
22,42,4
22,43,4
22,44,2
22,45,3
22,46,3
22,47,4
22,48,4
22,49,5
22,50,5
22,51,4
22,52,5
22,53,5
22,54,4
22,55,3
22,56,5
22,57,6
22,58,6
22,59,5
22,60,6
22,61,6
22,62,5
22,63,5
22,64,4
22,65,4
22,66,2
22,67,3
22,68,3
22,69,4
22,70,4
22,71,5
22,72,5
22,73,4
22,74,5
22,75,5
22,76,4
22,77,3
22,78,5
22,79,6
22,80,6
22,81,5
22,82,6
22,83,6
22,84,5
22,85,5
22,86,4
22,87,4
22,88,2
22,89,3
22,90,3
22,91,4
22,92,4
22,93,5
22,94,5
22,95,4
22,96,5
22,97,5
22,98,4
22,99,3
22,100,5
22,101,6
22,102,6
22,103,5
22,104,6
22,105,6
22,106,5
22,107,5
22,108,4
22,109,4
23,0,0
23,1,1
23,2,2
23,3,3
23,4,3
23,5,4
23,6,3
23,7,3
23,8,3
23,9,4
23,10,3
23,11,2
23,12,3
23,13,4
23,14,5
23,15,4
23,16,4
23,17,4
23,18,5
23,19,4
23,20,4
23,21,3
23,22,2
23,23,1
23,24,3
23,25,4
23,26,5
23,27,5
23,28,6
23,29,5
23,30,5
23,31,5
23,32,6
23,33,5
23,34,4
23,35,5
23,36,6
23,37,7
23,38,6
23,39,6
23,40,6
23,41,7
23,42,6
23,43,6
23,44,5
23,45,4
23,46,2
23,47,3
23,48,4
23,49,5
23,50,5
23,51,6
23,52,5
23,53,5
23,54,5
23,55,6
23,56,5
23,57,4
23,58,5
23,59,6
23,60,7
23,61,6
23,62,6
23,63,6
23,64,7
23,65,6
23,66,6
23,67,5
23,68,4
23,69,2
23,70,3
23,71,4
23,72,5
23,73,5
23,74,6
23,75,5
23,76,5
23,77,5
23,78,6
23,79,5
23,80,4
23,81,5
23,82,6
23,83,7
23,84,6
23,85,6
23,86,6
23,87,7
23,88,6
23,89,6
23,90,5
23,91,4
23,92,2
23,93,3
23,94,4
23,95,5
23,96,5
23,97,6
23,98,5
23,99,5
23,100,5
23,101,6
23,102,5
23,103,4
23,104,5
23,105,6
23,106,7
23,107,6
23,108,6
23,109,6
24,0,0
24,1,1
24,2,1
24,3,1
24,4,1
24,5,3
24,6,1
24,7,3
24,8,1
24,9,3
24,10,3
24,11,3
24,12,1
24,13,4
24,14,4
24,15,4
24,16,2
24,17,4
24,18,2
24,19,4
24,20,2
24,21,2
24,22,2
24,23,2
24,24,1
24,25,3
24,26,3
24,27,3
24,28,3
24,29,5
24,30,3
24,31,5
24,32,3
24,33,5
24,34,5
24,35,5
24,36,3
24,37,6
24,38,6
24,39,6
24,40,4
24,41,6
24,42,4
24,43,6
24,44,4
24,45,4
24,46,4
24,47,4
24,48,2
24,49,3
24,50,3
24,51,3
24,52,3
24,53,5
24,54,3
24,55,5
24,56,3
24,57,5
24,58,5
24,59,5
24,60,3
24,61,6
24,62,6
24,63,6
24,64,4
24,65,6
24,66,4
24,67,6
24,68,4
24,69,4
24,70,4
24,71,4
24,72,2
24,73,3
24,74,3
24,75,3
24,76,3
24,77,5
24,78,3
24,79,5
24,80,3
24,81,5
24,82,5
24,83,5
24,84,3
24,85,6
24,86,6
24,87,6
24,88,4
24,89,6
24,90,4
24,91,6
24,92,4
24,93,4
24,94,4
24,95,4
24,96,2
24,97,3
24,98,3
24,99,3
24,100,3
24,101,5
24,102,3
24,103,5
24,104,3
24,105,5
24,106,5
24,107,5
24,108,3
24,109,6
25,0,0
25,1,1
25,2,2
25,3,2
25,4,2
25,5,1
25,6,2
25,7,4
25,8,2
25,9,4
25,10,2
25,11,4
25,12,2
25,13,3
25,14,5
25,15,3
25,16,5
25,17,3
25,18,5
25,19,3
25,20,2
25,21,3
25,22,3
25,23,3
25,24,2
25,25,1
25,26,3
25,27,4
25,28,4
25,29,4
25,30,3
25,31,4
25,32,6
25,33,4
25,34,6
25,35,4
25,36,6
25,37,4
25,38,5
25,39,7
25,40,5
25,41,7
25,42,5
25,43,7
25,44,5
25,45,4
25,46,5
25,47,5
25,48,5
25,49,4
25,50,2
25,51,3
25,52,4
25,53,4
25,54,4
25,55,3
25,56,4
25,57,6
25,58,4
25,59,6
25,60,4
25,61,6
25,62,4
25,63,5
25,64,7
25,65,5
25,66,7
25,67,5
25,68,7
25,69,5
25,70,4
25,71,5
25,72,5
25,73,5
25,74,4
25,75,2
25,76,3
25,77,4
25,78,4
25,79,4
25,80,3
25,81,4
25,82,6
25,83,4
25,84,6
25,85,4
25,86,6
25,87,4
25,88,5
25,89,7
25,90,5
25,91,7
25,92,5
25,93,7
25,94,5
25,95,4
25,96,5
25,97,5
25,98,5
25,99,4
25,100,2
25,101,3
25,102,4
25,103,4
25,104,4
25,105,3
25,106,4
25,107,6
25,108,4
25,109,6
26,0,0
26,1,1
26,2,1
26,3,3
26,4,2
26,5,2
26,6,2
26,7,4
26,8,2
26,9,3
26,10,4
26,11,4
26,12,2
26,13,1
26,14,3
26,15,5
26,16,5
26,17,4
26,18,3
26,19,5
26,20,3
26,21,3
26,22,3
26,23,4
26,24,2
26,25,2
26,26,1
26,27,3
26,28,3
26,29,5
26,30,4
26,31,4
26,32,4
26,33,6
26,34,4
26,35,5
26,36,6
26,37,6
26,38,4
26,39,3
26,40,5
26,41,7
26,42,7
26,43,6
26,44,5
26,45,7
26,46,5
26,47,5
26,48,5
26,49,6
26,50,4
26,51,4
26,52,2
26,53,3
26,54,3
26,55,5
26,56,4
26,57,4
26,58,4
26,59,6
26,60,4
26,61,5
26,62,6
26,63,6
26,64,4
26,65,3
26,66,5
26,67,7
26,68,7
26,69,6
26,70,5
26,71,7
26,72,5
26,73,5
26,74,5
26,75,6
26,76,4
26,77,4
26,78,2
26,79,3
26,80,3
26,81,5
26,82,4
26,83,4
26,84,4
26,85,6
26,86,4
26,87,5
26,88,6
26,89,6
26,90,4
26,91,3
26,92,5
26,93,7
26,94,7
26,95,6
26,96,5
26,97,7
26,98,5
26,99,5
26,100,5
26,101,6
26,102,4
26,103,4
26,104,2
26,105,3
26,106,3
26,107,5
26,108,4
26,109,4
27,0,0
27,1,1
27,2,2
27,3,1
27,4,3
27,5,3
27,6,2
27,7,3
27,8,4
27,9,1
27,10,4
27,11,3
27,12,2
27,13,2
27,14,3
27,15,3
27,16,4
27,17,5
27,18,2
27,19,5
27,20,4
27,21,3
27,22,4
27,23,4
27,24,2
27,25,3
27,26,2
27,27,1
27,28,3
27,29,4
27,30,3
27,31,5
27,32,5
27,33,4
27,34,5
27,35,6
27,36,3
27,37,6
27,38,5
27,39,4
27,40,4
27,41,5
27,42,5
27,43,6
27,44,7
27,45,4
27,46,7
27,47,6
27,48,5
27,49,6
27,50,6
27,51,4
27,52,5
27,53,4
27,54,2
27,55,3
27,56,4
27,57,3
27,58,5
27,59,5
27,60,4
27,61,5
27,62,6
27,63,3
27,64,6
27,65,5
27,66,4
27,67,4
27,68,5
27,69,5
27,70,6
27,71,7
27,72,4
27,73,7
27,74,6
27,75,5
27,76,6
27,77,6
27,78,4
27,79,5
27,80,4
27,81,2
27,82,3
27,83,4
27,84,3
27,85,5
27,86,5
27,87,4
27,88,5
27,89,6
27,90,3
27,91,6
27,92,5
27,93,4
27,94,4
27,95,5
27,96,5
27,97,6
27,98,7
27,99,4
27,100,7
27,101,6
27,102,5
27,103,6
27,104,6
27,105,4
27,106,5
27,107,4
27,108,2
27,109,3
28,0,0
28,1,1
28,2,1
28,3,2
28,4,1
28,5,4
28,6,3
28,7,1
28,8,2
28,9,2
28,10,3
28,11,4
28,12,2
28,13,3
28,14,1
28,15,4
28,16,3
28,17,5
28,18,4
28,19,3
28,20,3
28,21,2
28,22,4
28,23,5
28,24,2
28,25,3
28,26,2
28,27,2
28,28,1
28,29,3
28,30,3
28,31,4
28,32,3
28,33,6
28,34,5
28,35,3
28,36,4
28,37,4
28,38,5
28,39,6
28,40,4
28,41,5
28,42,3
28,43,6
28,44,5
28,45,7
28,46,6
28,47,5
28,48,5
28,49,4
28,50,6
28,51,7
28,52,4
28,53,5
28,54,4
28,55,4
28,56,2
28,57,3
28,58,3
28,59,4
28,60,3
28,61,6
28,62,5
28,63,3
28,64,4
28,65,4
28,66,5
28,67,6
28,68,4
28,69,5
28,70,3
28,71,6
28,72,5
28,73,7
28,74,6
28,75,5
28,76,5
28,77,4
28,78,6
28,79,7
28,80,4
28,81,5
28,82,4
28,83,4
28,84,2
28,85,3
28,86,3
28,87,4
28,88,3
28,89,6
28,90,5
28,91,3
28,92,4
28,93,4
28,94,5
28,95,6
28,96,4
28,97,5
28,98,3
28,99,6
28,100,5
28,101,7
28,102,6
28,103,5
28,104,5
28,105,4
28,106,6
28,107,7
28,108,4
28,109,5
29,0,0
29,1,1
29,2,2
29,3,3
29,4,2
29,5,3
29,6,3
29,7,2
29,8,5
29,9,3
29,10,3
29,11,5
29,12,4
29,13,3
29,14,2
29,15,3
29,16,4
29,17,5
29,18,6
29,19,4
29,20,4
29,21,6
29,22,3
29,23,4
29,24,4
29,25,3
29,26,4
29,27,3
29,28,2
29,29,1
29,30,3
29,31,4
29,32,5
29,33,4
29,34,5
29,35,5
29,36,4
29,37,7
29,38,5
29,39,5
29,40,7
29,41,6
29,42,5
29,43,4
29,44,5
29,45,6
29,46,7
29,47,8
29,48,6
29,49,6
29,50,8
29,51,5
29,52,6
29,53,6
29,54,5
29,55,6
29,56,5
29,57,4
29,58,2
29,59,3
29,60,4
29,61,5
29,62,4
29,63,5
29,64,5
29,65,4
29,66,7
29,67,5
29,68,5
29,69,7
29,70,6
29,71,5
29,72,4
29,73,5
29,74,6
29,75,7
29,76,8
29,77,6
29,78,6
29,79,8
29,80,5
29,81,6
29,82,6
29,83,5
29,84,6
29,85,5
29,86,4
29,87,2
29,88,3
29,89,4
29,90,5
29,91,4
29,92,5
29,93,5
29,94,4
29,95,7
29,96,5
29,97,5
29,98,7
29,99,6
29,100,5
29,101,4
29,102,5
29,103,6
29,104,7
29,105,8
29,106,6
29,107,6
29,108,8
29,109,5
30,0,0
30,1,1
30,2,1
30,3,1
30,4,2
30,5,1
30,6,1
30,7,3
30,8,3
30,9,2
30,10,1
30,11,5
30,12,2
30,13,3
30,14,2
30,15,1
30,16,3
30,17,4
30,18,3
30,19,6
30,20,2
30,21,3
30,22,4
30,23,4
30,24,2
30,25,2
30,26,3
30,27,2
30,28,2
30,29,2
30,30,1
30,31,3
30,32,3
30,33,3
30,34,4
30,35,3
30,36,3
30,37,5
30,38,5
30,39,4
30,40,3
30,41,7
30,42,4
30,43,5
30,44,4
30,45,3
30,46,5
30,47,6
30,48,5
30,49,8
30,50,4
30,51,5
30,52,6
30,53,6
30,54,4
30,55,4
30,56,5
30,57,4
30,58,4
30,59,4
30,60,2
30,61,3
30,62,3
30,63,3
30,64,4
30,65,3
30,66,3
30,67,5
30,68,5
30,69,4
30,70,3
30,71,7
30,72,4
30,73,5
30,74,4
30,75,3
30,76,5
30,77,6
30,78,5
30,79,8
30,80,4
30,81,5
30,82,6
30,83,6
30,84,4
30,85,4
30,86,5
30,87,4
30,88,4
30,89,4
30,90,2
30,91,3
30,92,3
30,93,3
30,94,4
30,95,3
30,96,3
30,97,5
30,98,5
30,99,4
30,100,3
30,101,7
30,102,4
30,103,5
30,104,4
30,105,3
30,106,5
30,107,6
30,108,5
30,109,8
31,0,0
31,1,1
31,2,2
31,3,2
31,4,3
31,5,2
31,6,2
31,7,3
31,8,3
31,9,3
31,10,2
31,11,4
31,12,5
31,13,5
31,14,4
31,15,2
31,16,3
31,17,5
31,18,6
31,19,6
31,20,5
31,21,3
31,22,4
31,23,4
31,24,4
31,25,3
31,26,3
31,27,4
31,28,3
31,29,3
31,30,2
31,31,1
31,32,3
31,33,4
31,34,4
31,35,5
31,36,4
31,37,4
31,38,5
31,39,5
31,40,5
31,41,4
31,42,6
31,43,7
31,44,7
31,45,6
31,46,4
31,47,5
31,48,7
31,49,8
31,50,8
31,51,7
31,52,5
31,53,6
31,54,6
31,55,6
31,56,5
31,57,5
31,58,6
31,59,5
31,60,5
31,61,4
31,62,2
31,63,3
31,64,4
31,65,4
31,66,5
31,67,4
31,68,4
31,69,5
31,70,5
31,71,5
31,72,4
31,73,6
31,74,7
31,75,7
31,76,6
31,77,4
31,78,5
31,79,7
31,80,8
31,81,8
31,82,7
31,83,5
31,84,6
31,85,6
31,86,6
31,87,5
31,88,5
31,89,6
31,90,5
31,91,5
31,92,4
31,93,2
31,94,3
31,95,4
31,96,4
31,97,5
31,98,4
31,99,4
31,100,5
31,101,5
31,102,5
31,103,4
31,104,6
31,105,7
31,106,7
31,107,6
31,108,4
31,109,5
32,0,0
32,1,1
32,2,1
32,3,3
32,4,1
32,5,3
32,6,2
32,7,4
32,8,1
32,9,4
32,10,2
32,11,3
32,12,3
32,13,3
32,14,3
32,15,3
32,16,1
32,17,4
32,18,4
32,19,4
32,20,4
32,21,4
32,22,3
32,23,5
32,24,2
32,25,5
32,26,3
32,27,4
32,28,2
32,29,4
32,30,2
32,31,2
32,32,1
32,33,3
32,34,3
32,35,5
32,36,3
32,37,5
32,38,4
32,39,6
32,40,3
32,41,6
32,42,4
32,43,5
32,44,5
32,45,5
32,46,5
32,47,5
32,48,3
32,49,6
32,50,6
32,51,6
32,52,6
32,53,6
32,54,5
32,55,7
32,56,4
32,57,7
32,58,5
32,59,6
32,60,4
32,61,6
32,62,4
32,63,4
32,64,2
32,65,3
32,66,3
32,67,5
32,68,3
32,69,5
32,70,4
32,71,6
32,72,3
32,73,6
32,74,4
32,75,5
32,76,5
32,77,5
32,78,5
32,79,5
32,80,3
32,81,6
32,82,6
32,83,6
32,84,6
32,85,6
32,86,5
32,87,7
32,88,4
32,89,7
32,90,5
32,91,6
32,92,4
32,93,6
32,94,4
32,95,4
32,96,2
32,97,3
32,98,3
32,99,5
32,100,3
32,101,5
32,102,4
32,103,6
32,104,3
32,105,6
32,106,4
32,107,5
32,108,5
32,109,5
33,0,0
33,1,1
33,2,2
33,3,1
33,4,2
33,5,4
33,6,2
33,7,4
33,8,2
33,9,3
33,10,3
33,11,1
33,12,3
33,13,4
33,14,4
33,15,2
33,16,2
33,17,3
33,18,3
33,19,5
33,20,5
33,21,4
33,22,2
33,23,4
33,24,4
33,25,3
33,26,5
33,27,3
33,28,5
33,29,3
33,30,2
33,31,3
33,32,2
33,33,1
33,34,3
33,35,4
33,36,3
33,37,4
33,38,6
33,39,4
33,40,6
33,41,4
33,42,5
33,43,5
33,44,3
33,45,5
33,46,6
33,47,6
33,48,4
33,49,4
33,50,5
33,51,5
33,52,7
33,53,7
33,54,6
33,55,4
33,56,6
33,57,6
33,58,5
33,59,7
33,60,5
33,61,7
33,62,5
33,63,4
33,64,5
33,65,4
33,66,2
33,67,3
33,68,4
33,69,3
33,70,4
33,71,6
33,72,4
33,73,6
33,74,4
33,75,5
33,76,5
33,77,3
33,78,5
33,79,6
33,80,6
33,81,4
33,82,4
33,83,5
33,84,5
33,85,7
33,86,7
33,87,6
33,88,4
33,89,6
33,90,6
33,91,5
33,92,7
33,93,5
33,94,7
33,95,5
33,96,4
33,97,5
33,98,4
33,99,2
33,100,3
33,101,4
33,102,3
33,103,4
33,104,6
33,105,4
33,106,6
33,107,4
33,108,5
33,109,5
34,0,0
34,1,1
34,2,1
34,3,2
34,4,2
34,5,3
34,6,3
34,7,3
34,8,2
34,9,4
34,10,3
34,11,2
34,12,3
34,13,6
34,14,3
34,15,4
34,16,2
34,17,1
34,18,3
34,19,5
34,20,4
34,21,7
34,22,4
34,23,3
34,24,4
34,25,5
34,26,3
34,27,4
34,28,4
34,29,4
34,30,3
34,31,3
34,32,2
34,33,2
34,34,1
34,35,3
34,36,3
34,37,4
34,38,4
34,39,5
34,40,5
34,41,5
34,42,4
34,43,6
34,44,5
34,45,4
34,46,5
34,47,8
34,48,5
34,49,6
34,50,4
34,51,3
34,52,5
34,53,7
34,54,6
34,55,9
34,56,6
34,57,5
34,58,6
34,59,7
34,60,5
34,61,6
34,62,6
34,63,6
34,64,5
34,65,5
34,66,4
34,67,4
34,68,2
34,69,3
34,70,3
34,71,4
34,72,4
34,73,5
34,74,5
34,75,5
34,76,4
34,77,6
34,78,5
34,79,4
34,80,5
34,81,8
34,82,5
34,83,6
34,84,4
34,85,3
34,86,5
34,87,7
34,88,6
34,89,9
34,90,6
34,91,5
34,92,6
34,93,7
34,94,5
34,95,6
34,96,6
34,97,6
34,98,5
34,99,5
34,100,4
34,101,4
34,102,2
34,103,3
34,104,3
34,105,4
34,106,4
34,107,5
34,108,5
34,109,5
35,0,0
35,1,1
35,2,2
35,3,3
35,4,3
35,5,1
35,6,3
35,7,1
35,8,4
35,9,3
35,10,2
35,11,3
35,12,3
35,13,4
35,14,2
35,15,2
35,16,3
35,17,2
35,18,3
35,19,4
35,20,3
35,21,3
35,22,5
35,23,4
35,24,4
35,25,3
35,26,4
35,27,5
35,28,2
35,29,4
35,30,2
35,31,4
35,32,4
35,33,3
35,34,2
35,35,1
35,36,3
35,37,4
35,38,5
35,39,5
35,40,3
35,41,5
35,42,3
35,43,6
35,44,5
35,45,4
35,46,5
35,47,5
35,48,6
35,49,4
35,50,4
35,51,5
35,52,4
35,53,5
35,54,6
35,55,5
35,56,5
35,57,7
35,58,6
35,59,6
35,60,5
35,61,6
35,62,7
35,63,4
35,64,6
35,65,4
35,66,6
35,67,6
35,68,5
35,69,4
35,70,2
35,71,3
35,72,4
35,73,5
35,74,5
35,75,3
35,76,5
35,77,3
35,78,6
35,79,5
35,80,4
35,81,5
35,82,5
35,83,6
35,84,4
35,85,4
35,86,5
35,87,4
35,88,5
35,89,6
35,90,5
35,91,5
35,92,7
35,93,6
35,94,6
35,95,5
35,96,6
35,97,7
35,98,4
35,99,6
35,100,4
35,101,6
35,102,6
35,103,5
35,104,4
35,105,2
35,106,3
35,107,4
35,108,5
35,109,5
36,0,0
36,1,1
36,2,1
36,3,1
36,4,1
36,5,2
36,6,1
36,7,2
36,8,2
36,9,1
36,10,4
36,11,4
36,12,1
36,13,4
36,14,4
36,15,3
36,16,2
36,17,3
36,18,1
36,19,4
36,20,3
36,21,4
36,22,5
36,23,5
36,24,2
36,25,5
36,26,5
36,27,2
36,28,3
36,29,3
36,30,2
36,31,3
36,32,2
36,33,2
36,34,2
36,35,2
36,36,1
36,37,3
36,38,3
36,39,3
36,40,3
36,41,4
36,42,3
36,43,4
36,44,4
36,45,3
36,46,6
36,47,6
36,48,3
36,49,6
36,50,6
36,51,5
36,52,4
36,53,5
36,54,3
36,55,6
36,56,5
36,57,6
36,58,7
36,59,7
36,60,4
36,61,7
36,62,7
36,63,4
36,64,5
36,65,5
36,66,4
36,67,5
36,68,4
36,69,4
36,70,4
36,71,4
36,72,2
36,73,3
36,74,3
36,75,3
36,76,3
36,77,4
36,78,3
36,79,4
36,80,4
36,81,3
36,82,6
36,83,6
36,84,3
36,85,6
36,86,6
36,87,5
36,88,4
36,89,5
36,90,3
36,91,6
36,92,5
36,93,6
36,94,7
36,95,7
36,96,4
36,97,7
36,98,7
36,99,4
36,100,5
36,101,5
36,102,4
36,103,5
36,104,4
36,105,4
36,106,4
36,107,4
36,108,2
36,109,3
37,0,0
37,1,1
37,2,2
37,3,2
37,4,2
37,5,3
37,6,2
37,7,3
37,8,5
37,9,2
37,10,4
37,11,4
37,12,2
37,13,4
37,14,5
37,15,3
37,16,3
37,17,4
37,18,2
37,19,3
37,20,5
37,21,4
37,22,4
37,23,6
37,24,5
37,25,3
37,26,5
37,27,5
37,28,3
37,29,6
37,30,4
37,31,3
37,32,4
37,33,3
37,34,3
37,35,3
37,36,2
37,37,1
37,38,3
37,39,4
37,40,4
37,41,4
37,42,5
37,43,4
37,44,5
37,45,7
37,46,4
37,47,6
37,48,6
37,49,4
37,50,6
37,51,7
37,52,5
37,53,5
37,54,6
37,55,4
37,56,5
37,57,7
37,58,6
37,59,6
37,60,8
37,61,7
37,62,5
37,63,7
37,64,7
37,65,5
37,66,8
37,67,6
37,68,5
37,69,6
37,70,5
37,71,5
37,72,5
37,73,4
37,74,2
37,75,3
37,76,4
37,77,4
37,78,4
37,79,5
37,80,4
37,81,5
37,82,7
37,83,4
37,84,6
37,85,6
37,86,4
37,87,6
37,88,7
37,89,5
37,90,5
37,91,6
37,92,4
37,93,5
37,94,7
37,95,6
37,96,6
37,97,8
37,98,7
37,99,5
37,100,7
37,101,7
37,102,5
37,103,8
37,104,6
37,105,5
37,106,6
37,107,5
37,108,5
37,109,5
38,0,0
38,1,1
38,2,1
38,3,3
38,4,2
38,5,4
38,6,2
38,7,3
38,8,3
38,9,3
38,10,3
38,11,3
38,12,2
38,13,3
38,14,4
38,15,4
38,16,4
38,17,3
38,18,2
38,19,1
38,20,3
38,21,4
38,22,5
38,23,5
38,24,5
38,25,4
38,26,3
38,27,4
38,28,4
38,29,4
38,30,4
38,31,4
38,32,3
38,33,5
38,34,3
38,35,4
38,36,2
38,37,2
38,38,1
38,39,3
38,40,3
38,41,5
38,42,4
38,43,6
38,44,4
38,45,5
38,46,5
38,47,5
38,48,5
38,49,5
38,50,4
38,51,5
38,52,6
38,53,6
38,54,6
38,55,5
38,56,4
38,57,3
38,58,5
38,59,6
38,60,7
38,61,7
38,62,7
38,63,6
38,64,5
38,65,6
38,66,6
38,67,6
38,68,6
38,69,6
38,70,5
38,71,7
38,72,5
38,73,6
38,74,4
38,75,4
38,76,2
38,77,3
38,78,3
38,79,5
38,80,4
38,81,6
38,82,4
38,83,5
38,84,5
38,85,5
38,86,5
38,87,5
38,88,4
38,89,5
38,90,6
38,91,6
38,92,6
38,93,5
38,94,4
38,95,3
38,96,5
38,97,6
38,98,7
38,99,7
38,100,7
38,101,6
38,102,5
38,103,6
38,104,6
38,105,6
38,106,6
38,107,6
38,108,5
38,109,7
39,0,0
39,1,1
39,2,2
39,3,1
39,4,3
39,5,3
39,6,2
39,7,4
39,8,3
39,9,2
39,10,3
39,11,4
39,12,2
39,13,1
39,14,5
39,15,4
39,16,4
39,17,4
39,18,2
39,19,2
39,20,3
39,21,3
39,22,5
39,23,5
39,24,5
39,25,6
39,26,2
39,27,3
39,28,5
39,29,4
39,30,3
39,31,4
39,32,5
39,33,3
39,34,4
39,35,4
39,36,2
39,37,3
39,38,2
39,39,1
39,40,3
39,41,4
39,42,3
39,43,5
39,44,5
39,45,4
39,46,6
39,47,5
39,48,4
39,49,5
39,50,6
39,51,4
39,52,3
39,53,7
39,54,6
39,55,6
39,56,6
39,57,4
39,58,4
39,59,5
39,60,5
39,61,7
39,62,7
39,63,7
39,64,8
39,65,4
39,66,5
39,67,7
39,68,6
39,69,5
39,70,6
39,71,7
39,72,5
39,73,6
39,74,6
39,75,4
39,76,5
39,77,4
39,78,2
39,79,3
39,80,4
39,81,3
39,82,5
39,83,5
39,84,4
39,85,6
39,86,5
39,87,4
39,88,5
39,89,6
39,90,4
39,91,3
39,92,7
39,93,6
39,94,6
39,95,6
39,96,4
39,97,4
39,98,5
39,99,5
39,100,7
39,101,7
39,102,7
39,103,8
39,104,4
39,105,5
39,106,7
39,107,6
39,108,5
39,109,6
40,0,0
40,1,1
40,2,1
40,3,2
40,4,1
40,5,1
40,6,3
40,7,4
40,8,1
40,9,3
40,10,1
40,11,5
40,12,2
40,13,2
40,14,3
40,15,3
40,16,2
40,17,4
40,18,3
40,19,3
40,20,1
40,21,4
40,22,4
40,23,5
40,24,3
40,25,4
40,26,4
40,27,3
40,28,3
40,29,6
40,30,2
40,31,4
40,32,2
40,33,5
40,34,4
40,35,2
40,36,2
40,37,3
40,38,2
40,39,2
40,40,1
40,41,3
40,42,3
40,43,4
40,44,3
40,45,3
40,46,5
40,47,6
40,48,3
40,49,5
40,50,3
40,51,7
40,52,4
40,53,4
40,54,5
40,55,5
40,56,4
40,57,6
40,58,5
40,59,5
40,60,3
40,61,6
40,62,6
40,63,7
40,64,5
40,65,6
40,66,6
40,67,5
40,68,5
40,69,8
40,70,4
40,71,6
40,72,4
40,73,7
40,74,6
40,75,4
40,76,4
40,77,5
40,78,4
40,79,4
40,80,2
40,81,3
40,82,3
40,83,4
40,84,3
40,85,3
40,86,5
40,87,6
40,88,3
40,89,5
40,90,3
40,91,7
40,92,4
40,93,4
40,94,5
40,95,5
40,96,4
40,97,6
40,98,5
40,99,5
40,100,3
40,101,6
40,102,6
40,103,7
40,104,5
40,105,6
40,106,6
40,107,5
40,108,5
40,109,8
41,0,0
41,1,1
41,2,2
41,3,3
41,4,2
41,5,2
41,6,3
41,7,3
41,8,2
41,9,4
41,10,2
41,11,5
41,12,4
41,13,3
41,14,3
41,15,5
41,16,5
41,17,4
41,18,5
41,19,3
41,20,2
41,21,3
41,22,4
41,23,6
41,24,5
41,25,6
41,26,6
41,27,4
41,28,4
41,29,5
41,30,6
41,31,3
41,32,5
41,33,3
41,34,4
41,35,4
41,36,3
41,37,3
41,38,4
41,39,3
41,40,2
41,41,1
41,42,3
41,43,4
41,44,5
41,45,4
41,46,4
41,47,5
41,48,5
41,49,4
41,50,6
41,51,4
41,52,7
41,53,6
41,54,5
41,55,5
41,56,7
41,57,7
41,58,6
41,59,7
41,60,5
41,61,4
41,62,5
41,63,6
41,64,8
41,65,7
41,66,8
41,67,8
41,68,6
41,69,6
41,70,7
41,71,8
41,72,5
41,73,7
41,74,5
41,75,6
41,76,6
41,77,5
41,78,5
41,79,6
41,80,5
41,81,4
41,82,2
41,83,3
41,84,4
41,85,5
41,86,4
41,87,4
41,88,5
41,89,5
41,90,4
41,91,6
41,92,4
41,93,7
41,94,6
41,95,5
41,96,5
41,97,7
41,98,7
41,99,6
41,100,7
41,101,5
41,102,4
41,103,5
41,104,6
41,105,8
41,106,7
41,107,8
41,108,8
41,109,6
42,0,0
42,1,1
42,2,1
42,3,1
42,4,2
42,5,3
42,6,1
42,7,1
42,8,2
42,9,3
42,10,2
42,11,4
42,12,2
42,13,3
42,14,1
42,15,3
42,16,5
42,17,3
42,18,2
42,19,4
42,20,2
42,21,1
42,22,3
42,23,5
42,24,3
42,25,4
42,26,6
42,27,4
42,28,2
42,29,4
42,30,3
42,31,5
42,32,3
42,33,4
42,34,3
42,35,2
42,36,2
42,37,4
42,38,3
42,39,2
42,40,2
